model,train_time_sec,inf_time_per_frame_ms,preprocess_time_per_frame_ms,postprocess_time_per_frame_ms,total_time_per_frame_ms,checkpoint_used,eval_split,num_classes,bev_ap_mean,3d_ap_mean,kitti_3d_ap_easy,kitti_3d_ap_moderate,kitti_3d_ap_hard,kitti_bev_ap_easy,kitti_bev_ap_moderate,kitti_bev_ap_hard,kitti_3d_recall_easy,kitti_3d_recall_moderate,kitti_3d_recall_hard,bev_precision_mean,3d_precision_mean,bev_recall_mean,3d_recall_mean,bev_f1_mean,3d_f1_mean,bev_ap_0.25,bev_ap_0.50,bev_ap_0.75,bev_precision_0.25,bev_precision_0.50,bev_precision_0.75,3d_ap_0.25,3d_ap_0.50,3d_ap_0.75,3d_precision_0.25,3d_precision_0.50,3d_precision_0.75,bev_recall_0.25,bev_recall_0.50,bev_recall_0.75,3d_recall_0.25,3d_recall_0.50,3d_recall_0.75,bev_f1_0.25,bev_f1_0.50,bev_f1_0.75,3d_f1_0.25,3d_f1_0.50,3d_f1_0.75,precision,recall,f1,per_class_precision,per_class_recall,per_class_f1,epochs,batch,eval_batch,dataset,config_device,fixed_input_inference_ms,fixed_input_sample,fixed_input_num_points,fixed_input_dtype,fixed_input_device,fixed_input_iters,fixed_input_warmup,train_results_dir,eval_results_dir
second_aghri_finetuned_seed42_smoke,194.88,,,,,/work/users/pwariyapperuma/aghri_second_finetune/outputs/second_aghri_seed42/smoke/best_aghri_bev_ap_mean_epoch_1.pth,val,1,0.184416,0.158135,,,,,,,,,,0.408548,0.350541,0.212043,0.181936,0.279184,0.239545,0.36022,0.18448,0.008547,0.73189,0.431307,0.062448,0.343851,0.129662,0.000893,0.707744,0.329725,0.014155,0.379862,0.223855,0.032411,0.367329,0.171132,0.007347,0.500142,0.294737,0.042674,0.483642,0.22532,0.009673,0.431307,0.223855,0.294737,{'person': 0.431307},{'person': 0.223855},{'person': 0.294737},1,4,1,/work/users/pwariyapperuma/aghri_second_finetune/data/aghri_mmdet3d/infos/agri_person_infos_val.pkl,0,,,,,,,,/work/users/pwariyapperuma/aghri_second_finetune/outputs/second_aghri_seed42/smoke,/work/users/pwariyapperuma/aghri_second_finetune/outputs/second_aghri_seed42/smoke
