model,train_time_sec,inf_time_per_frame_ms,preprocess_time_per_frame_ms,postprocess_time_per_frame_ms,total_time_per_frame_ms,checkpoint_used,eval_split,num_classes,bev_ap_mean,3d_ap_mean,kitti_3d_ap_easy,kitti_3d_ap_moderate,kitti_3d_ap_hard,kitti_bev_ap_easy,kitti_bev_ap_moderate,kitti_bev_ap_hard,kitti_3d_recall_easy,kitti_3d_recall_moderate,kitti_3d_recall_hard,bev_precision_mean,3d_precision_mean,bev_recall_mean,3d_recall_mean,bev_f1_mean,3d_f1_mean,bev_ap_0.25,bev_ap_0.50,bev_ap_0.75,bev_precision_0.25,bev_precision_0.50,bev_precision_0.75,3d_ap_0.25,3d_ap_0.50,3d_ap_0.75,3d_precision_0.25,3d_precision_0.50,3d_precision_0.75,bev_recall_0.25,bev_recall_0.50,bev_recall_0.75,3d_recall_0.25,3d_recall_0.50,3d_recall_0.75,bev_f1_0.25,bev_f1_0.50,bev_f1_0.75,3d_f1_0.25,3d_f1_0.50,3d_f1_0.75,precision,recall,f1,per_class_precision,per_class_recall,per_class_f1,epochs,batch,eval_batch,dataset,config_device,fixed_input_inference_ms,fixed_input_sample,fixed_input_num_points,fixed_input_dtype,fixed_input_device,fixed_input_iters,fixed_input_warmup,train_results_dir,eval_results_dir
second_aghri_finetuned_seed42,15503.63,17.278,,,17.278,/work/users/pwariyapperuma/aghri_second_finetune/outputs/second_aghri_seed42/full/best_aghri_bev_ap_mean_epoch_2.pth,val,1,0.245199,0.204003,,,,,,,,,,0.530669,0.447683,0.275425,0.232354,0.362636,0.305927,0.46509,0.261337,0.00917,0.915071,0.601166,0.07577,0.454178,0.156886,0.000944,0.89592,0.427977,0.019151,0.474935,0.312014,0.039326,0.464996,0.222126,0.009939,0.62532,0.410811,0.051778,0.612233,0.292461,0.013087,0.601166,0.312014,0.410811,{'person': 0.601166},{'person': 0.312014},{'person': 0.410811},80,4,1,/work/users/pwariyapperuma/aghri_second_finetune/data/aghri_mmdet3d/infos/agri_person_infos_val.pkl,0,17.278,/work/users/pwariyapperuma/aghri_second_finetune/data/aghri_mmdet3d/points/footpath1_3walk_mv_11_14_2024_2_label/1731593518_598263974.bin,20544,torch.float32,cuda:0,100,20,/work/users/pwariyapperuma/aghri_second_finetune/outputs/second_aghri_seed42/full,/work/users/pwariyapperuma/aghri_second_finetune/outputs/second_aghri_seed42/full
